,Title,Abstract,Owner,field,Key word,country,State,City,link of page
52,ارایه مدل های بهینه سازی بهره وری مصرف آب و ارایه الگوی کشت بهینه در حوضه کرخه,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت سهامی سازمان آب و برق خوزستان,,['بهینه سازی بهره وری ، مصرف آب ،  الگوی کشت بهینه ، حوضه کرخه'],ایران,خوزستان,,https://nan.ac/ViewNeed/8ECED9330071C3297D341424194937AE
53,توسعه روش های پیش بینی بار و احتمال وقوع پیک های نامتعارف با پیاده سازی سامانه پیش بینی تقاضا از طریق داده کاوی,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['پیش بینی بار ، پیک های نامتعارف ، داده کاوی'],ایران,تهران,,https://nan.ac/ViewNeed/77D34F11D4F60A0EA5B68CFF5CCF0BA6
54,کنترل زاویه دریچه‌ها (لوورهای) برج‌های خنک‌کن هلر در هنگام وزش باد به وسیله شبکه‌های عصبی و منطق فازی و ارایه رابط کاربری جهت استفاده از داده‌های خروجی برای سیستم DCS نیروگاه یزد,کنترل زاویه دریچه‌ها (لوورهای) برج‌های خنک‌کن هلر در هنگام وزش باد به وسیله شبکه‌های عصبی و منطق فازی و ارایه رابط کاربری جهت استفاده از داده‌های خروجی برای سیستم DCS نیروگاه یزد,,,['پایش عملکرد ، عیب\u200cیابی اجزای نیروگاه'],ایران,لرستان,,https://nan.ac/ViewNeed/ED645D2F9FEE4E755CA37AEEDB0C5911
55,روش شناسی مدل های نقطه ای تعیین حریم کیفی آب زیرزمینی (مطالعه موردی : چشمه های تامین کننده آب استان آذربایجان غربی),*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت سهامی آب منطقه ای آذربایجان غربی,,['حریم کیفی ، آب زیرزمینی ، چشمه های تامین کننده آب ، آذربایجان غربی'],ایران,آذربایجان غربی,,https://nan.ac/ViewNeed/BF336783E8A251A1A65AA963D7B31F65
56,طراحی و ساخت کارت سیستم DCS -IPSYS01 شرکت ABB شاخه INFI90,*عنوان مشکل کلیدی قابل حل توسط پروژه,,,['ساخت کارت سیستم DCS -IPSYS01 ، شرکت ABB ، شاخه INFI90'],ایران,کرمان,کرمان,https://nan.ac/ViewNeed/0C36B486DD854851EBCA66C34478249D
57,کاهش صدا درسالن تولید بطری,کاهش صدا درسالن تولید بطری,,"علوم پایه, مهندسی محیط زیست",,ایران,گلستان,,https://nan.ac/ViewNeed/36DDBA3A7405B54B3D2AF28902997234
58,راهکارهای ارتقای بهره وری در حوزه اقتصاد دریا و جنگل,مطالعه تاریخی رشد اقتصادی در جهان نشان داده است که طی یک قرن اخیر در بسیاری از کشورها، روش‌های سنتی تولید، جای خود را به روش‌ها و فناوری‌های جدید تولید داده‌اند. این موضوع به دلیل «بهره‌وری» (Productivity) بالای نیروی کار در روش‌های نوین تولید است. در ساده‌ترین تعریف، بهره‌وری به صورت نسبت بین ورودی و خروجی تعریف می‌شود. امروزه مفهوم بهره‌وری فراتر از یک معیار و شاخص اقتصادی است. بهره‌وری، منبع بسیار مهم رشد و رقابت‌پذیری در کشورهای جهان است. یک تفاوت آشکار بین کشورهای درحال توسعه و توسعه‌یافته در نرخ بهره‌وری نیروی کار است. بالاترین بهره‌وری نیروی کار در دنیای امروز، متعلق به کشورهای توسعه یافته است. با توجه به اهمیت بهره‌وری، در این نوشتار این مفهوم بررسی می‌شود که بهره وری چیست و چه کاربردهایی در زمینه‌های مختلف دارد.,استانداری مازندران,"علوم انسانی, علوم پایه, فنی و مهندسی",['بهره وری، اقتصاد، دریا و جنگل'],ایران,مازندران,ساری,https://nan.ac/ViewNeed/D32DDE1A953C4EEF1E22030587B30298
59,بازنگری تخصیص های سدها بر اساس مصارف مختلف در حوضه آبریز بندرعباس سدیج با رویکرد سازگاری با کم آبی,*عنوان مشکل کلیدی قابل حل توسط پروژه,آب منطقه ای هرمزگان,,['تخصیص های سدها ، حوضه آبریز بندرعباس ،کم آبی'],ایران,هرمزگان,,https://nan.ac/ViewNeed/307BE8F3A75126DACC7F3F62AD2E1827
60,بررسی و پیش‌بینی تغییرات اقلیمی و اثر آن بر تغییرات خط ساحلی دریاها، دریاچه‌ها و تالاب‌های کشور,*عنوان مشکل کلیدی قابل حل توسط پروژه,,,['غییرات اقلیمی ، خط ساحلی دریاها، دریاچه\u200cها ، تالاب\u200cهای کشور'],ایران,تهران,,https://nan.ac/ViewNeed/659353E008D7A094CF70362C85637E37
61,A.C. Starter Gear Arrange with Motor,,شركت خطوط لوله و مخابرات نفت ايران,"علوم پایه, مهندسی نفت",,ایران,تهران,تهران,https://nan.ac/ViewNeed/D18CA12D8740A1317C40A378D026304F
62,تعیین ارزش اقتصادی کلروفریک مصرفی در تصفیه خانه های آب شهر تهران برحسب ارزیابی کیفیت شیمیایی محلول کلروفریک (استاندارد 3601) و تدوین دستورالعمل مالحظات فنی-کیفی خرید,,شرکت تامین و تصفیه آب تهران,"علوم پایه, مهندسی محیط زیست",,ایران,تهران,تهران,https://nan.ac/ViewNeed/D5068AA2A5DD06F63A681F74909B89B7
63,تبدیل آسیاب های غلطکی به سیستم پرک کننده جو,شناسایی و رفع نیاز فناورانه محصولات (قطعات و ماشین آلات آردسازی),شیر ماشین سبلان,"علوم پایه, فنی و مهندسی, مهندسی مکانیک",,ایران,اردبیل,,https://nan.ac/ViewNeed/1AC25F11CB9F599E1C5BF448C6E990D3
64,ساخت داخل انواع سرکابلهای فشار قوی و اتصالات شبکه هوایی به پستهای برق,دستیابی به دانش فنی طراحی و ساخت داخل انواع  سرکابلها و اتصالات فشار قوی مربوط به پست های برقGIS,شرکت سهامی برق منطقه ای خوزستان,,['دانش فنی، طراحی و ساخت، سرکابل ها و اتصالات، پست های GIS'],,خوزستان,اهواز,https://nan.ac/ViewNeed/29DCF54AFF0FC537806F27122654CD64
65,INDICATOR GAUGE,,شرکت ملی مناطق نفت خيز جنوب,"علوم پایه, فنی و مهندسی, مهندسی مکانیک",,ایران,خوزستان,اهواز,https://nan.ac/ViewNeed/57AF3DDEAA75478D4D2D7EB15749707A
66,امکان سنجی پیاده سازی و اجرای سیستم تصفیه فاضلاب از طریق فناوری گیاه پالایی و انتخاب پوشش گیاهی مناسب (مطالعه موردی یکی از روستاهای تحت پوشش در منطقه کوهستانی),*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت آب و فاضلاب استان قزوین,,['سیستم تصفیه فاضلاب ، گیاه پالایی'],ایران,قزوین,,https://nan.ac/ViewNeed/513E3B73E4D6734D332B79278A1235BD
67,دانش فنی آکریلونیتریل,,شركت ملي صنايع پتروشيمي ايران,"علوم پایه, مهندسی نفت",,ایران,تهران,تهران,https://nan.ac/ViewNeed/23D185F79E2A0A70142B567C5EF5DE76
68,تولید حلال های شیمیایی با گرید غذایی,فناوری تولید حلال های شیمیایی(متانول) در گرید غذایی,,"علوم پایه, مهندسی مواد, شیمی معدنی",,ایران,,,https://nan.ac/ViewNeed/2DA708D14A81096CF44ECFFE89A31093
69,مدل اثر بخش مدیریت منابع انسانی کشتیرانی در جهت تقویت حضور موثر دریانوردان در کشتیهای تجاری,این پژوهش در نظر دارد وضعیت موجود منابع انسانی شرکتهای کشتیرانی در بخش دریایی را به لحاظ استخدام دریانورد  و حضور موثر آنها بر روی کشتیها را مورد برررسی قرار دهد.و با توجه به پتانسلهای موجود در بخش حمل و نقل دریایی ناظر حضور اثر بخش منابع انسانی ایرانی در روی کشتیها باشیم.,سازمان بنادر و دریانوردی,"علوم انسانی, حمل و نقل",,ایران,تهران,تهران,https://nan.ac/ViewNeed/7E033BE1769FF5AF2FE80DE381736E4E
70,سامانه مدیریت و بروزرسانی وصله های امنیتی,تا کنون توضیحاتی در مورد این نیاز توسط پارک علم و فناوری گلستان به دبیرخانه نان ارائه نشده است,تعاون کار و رفاه اجتماعی,سیستم های اطلاعاتی و فناوری اطلاعات,,ایران,گلستان,گرگان,https://nan.ac/ViewNeed/BE5160F13F10AF165F4319A5594FB2D2
